lead_id,company_id,lead_source,campaign,created_at,mql_at,sql_at
L1265,C0113,Trade Show,trade-q3,2025-11-09,,
L1266,C0127,Organic,organic-q2,2026-01-02,,
L1267,C0159,Webinar,webinar-q2,2026-03-23,2026-03-26,2026-04-14
L1268,C0011,Paid Search,paid-q1,2025-09-21,,
L1269,C0066,Trade Show,trade-q3,2026-04-26,2026-04-29,
L1270,C0020,Paid Search,paid-q4,2024-12-09,2024-12-13,2024-12-26
L1271,C0175,Trade Show,trade-q1,2025-03-13,,
L1272,C0037,Trade Show,trade-q3,2026-04-17,,
L1273,C0105,Paid Search,paid-q4,2025-04-24,,
L1274,C0008,Organic,organic-q3,2025-11-29,2025-12-05,
L1275,C0156,Referral,referral-q3,2025-10-08,2025-10-26,
L1276,C0056,Cold Outbound,cold-q1,2025-04-20,,
L1277,C0196,Webinar,webinar-q1,2026-02-21,,
L1278,C0145,Trade Show,trade-q4,2024-12-13,2024-12-18,
L1279,C0014,Paid Search,paid-q4,2025-01-14,2025-01-22,
L1280,C0063,Organic,organic-q2,2025-06-10,,
L1281,C0060,Trade Show,trade-q3,2025-01-31,,
L1282,C0062,Webinar,webinar-q4,2025-02-11,2025-02-24,
L1283,C0093,Webinar,webinar-q2,2025-01-02,2025-01-17,2025-01-24
L1284,C0105,Organic,organic-q3,2025-12-22,,
L1285,C0031,Organic,organic-q4,2026-02-18,2026-02-24,
L1286,C0198,Cold Outbound,cold-q2,2025-10-22,,
L1287,C0031,Referral,referral-q3,2025-03-10,2025-03-27,
L1288,C0009,Webinar,webinar-q1,2025-02-25,,
L1289,C0034,Trade Show,trade-q4,2025-04-10,2025-04-24,
L1290,C0076,Organic,organic-q3,2026-01-11,,
L1291,C0152,Trade Show,trade-q1,2026-01-22,2026-02-04,
L1292,C0162,Trade Show,trade-q4,2025-02-06,2025-02-23,
L1293,C0186,Cold Outbound,cold-q2,2026-02-16,,
L1294,C0095,Paid Search,paid-q4,2025-02-02,2025-02-09,
L1295,C0198,Paid Search,paid-q2,2026-02-02,2026-02-14,2026-03-05
L1296,C0217,Paid Search,paid-q3,2025-03-02,2025-03-14,
L1297,C0011,Trade Show,trade-q4,2025-10-09,2025-10-29,
L1298,C0089,Organic,organic-q2,2025-07-25,2025-08-04,
L1299,C0044,Organic,organic-q3,2025-07-21,,
L1300,C0060,Cold Outbound,cold-q2,2025-07-31,2025-08-19,
L1301,C0008,Cold Outbound,cold-q2,2026-04-02,2026-04-04,
L1302,C0147,Organic,organic-q4,2025-03-02,,
L1303,C0076,Trade Show,trade-q1,2026-01-20,2026-02-04,
L1304,C0036,Webinar,webinar-q1,2025-07-31,,
L1305,C0191,Trade Show,trade-q1,2025-09-27,2025-10-15,2025-11-01
L1306,C0199,Paid Search,paid-q3,2026-02-26,,
L1307,C0026,Referral,referral-q2,2025-06-21,,
L1308,C0161,Cold Outbound,cold-q1,2026-04-06,2026-04-26,
L1309,C0173,Trade Show,trade-q3,2025-10-24,2025-11-10,
L1310,C0073,Cold Outbound,cold-q2,2025-12-29,,
L1311,C0133,Webinar,webinar-q1,2025-10-05,2025-10-22,
L1312,C0046,Organic,organic-q4,2026-04-03,,
L1313,C0162,Paid Search,paid-q3,2025-09-14,,
L1314,C0047,Cold Outbound,cold-q2,2025-07-09,,
L1315,C0126,Cold Outbound,cold-q3,2025-04-06,,
L1316,C0057,Organic,organic-q3,2026-01-17,2026-02-02,2026-02-26
L1317,C0083,Paid Search,paid-q3,2025-08-18,2025-09-03,
L1318,C0014,Organic,organic-q4,2025-08-11,,
L1319,C0210,Organic,organic-q3,2026-03-27,2026-04-05,
L1320,C0053,Webinar,webinar-q3,2026-01-20,2026-02-08,2026-02-11
L1321,C0181,Webinar,webinar-q3,2025-06-05,,
L1322,C0168,Paid Search,paid-q2,2026-03-23,2026-03-31,
L1323,C0102,Trade Show,trade-q3,2025-09-20,,
L1324,C0085,Trade Show,trade-q2,2025-03-15,2025-03-24,
L1325,C0006,Referral,referral-q4,2026-01-28,2026-01-31,2026-02-12
L1326,C0213,Referral,referral-q1,2025-12-08,2025-12-22,2026-01-13
L1327,C0109,Cold Outbound,cold-q3,2026-04-19,2026-04-27,2026-05-20
L1328,C0110,Paid Search,paid-q2,2026-02-06,,
L1329,C0124,Paid Search,paid-q2,2025-07-25,2025-08-11,
L1330,C0196,Trade Show,trade-q4,2026-01-22,2026-01-24,
L1331,C0095,Organic,organic-q1,2025-01-09,,
L1332,C0208,Organic,organic-q1,2026-02-16,,
L1333,C0126,Organic,organic-q1,2025-08-30,2025-09-16,
L1334,C0195,Trade Show,trade-q1,2025-09-16,,
L1335,C0080,Organic,organic-q2,2025-06-01,2025-06-21,
L1336,C0069,Trade Show,trade-q4,2025-10-10,2025-10-22,
L1337,C0119,Organic,organic-q1,2025-01-03,,
L1338,C0020,Paid Search,paid-q2,2025-04-23,,
L1339,C0192,Webinar,webinar-q2,2026-01-08,2026-01-13,2026-01-29
L1340,C0206,Cold Outbound,cold-q3,2025-04-27,,
L1341,C0085,Organic,organic-q2,2025-12-25,,
L1342,C0003,Trade Show,trade-q4,2025-06-21,2025-07-08,2025-07-11
L1343,C0178,Webinar,webinar-q4,2026-02-05,2026-02-08,
L1344,C0018,Paid Search,paid-q2,2025-05-19,2025-05-21,
L1345,C0211,Organic,organic-q3,2025-03-02,2025-03-16,
L1346,C0165,Paid Search,paid-q1,2025-10-17,,
L1347,C0056,Webinar,webinar-q2,2025-07-30,2025-08-04,2025-08-23
L1348,C0085,Cold Outbound,cold-q4,2025-08-02,2025-08-04,
L1349,C0024,Trade Show,trade-q2,2025-12-13,2025-12-15,2025-12-19
L1350,C0065,Cold Outbound,cold-q4,2026-01-09,,
L1351,C0094,Webinar,webinar-q3,2025-01-20,,
L1352,C0144,Organic,organic-q4,2025-10-29,2025-10-31,2025-11-14
L1353,C0080,Referral,referral-q1,2025-06-10,,
L1354,C0129,Trade Show,trade-q3,2026-04-29,2026-05-09,
L1355,C0179,Paid Search,paid-q3,2025-08-26,,
L1356,C0211,Trade Show,trade-q4,2026-04-11,,
L1357,C0126,Cold Outbound,cold-q4,2025-11-16,,
L1358,C0140,Cold Outbound,cold-q1,2026-01-26,,
L1359,C0183,Paid Search,paid-q2,2025-12-07,,
L1360,C0108,Webinar,webinar-q1,2026-01-10,2026-01-13,2026-02-02
L1361,C0195,Webinar,webinar-q2,2024-12-15,,
L1362,C0114,Webinar,webinar-q3,2026-03-28,,
L1363,C0105,Cold Outbound,cold-q1,2025-11-16,2025-12-05,
L1364,C0146,Organic,organic-q4,2026-02-13,2026-02-17,2026-02-22
L1365,C0145,Organic,organic-q4,2025-06-23,2025-07-01,2025-07-10
L1366,C0166,Paid Search,paid-q2,2025-07-21,2025-08-08,
L1367,C0069,Cold Outbound,cold-q2,2026-02-09,2026-02-25,2026-03-03
L1368,C0122,Cold Outbound,cold-q4,2025-12-20,,
L1369,C0097,Paid Search,paid-q3,2026-04-08,,
L1370,C0003,Cold Outbound,cold-q4,2025-12-01,,
L1371,C0026,Organic,organic-q3,2025-11-02,2025-11-18,
L1372,C0113,Cold Outbound,cold-q4,2025-01-30,,
L1373,C0063,Paid Search,paid-q3,2025-08-27,,
L1374,C0103,Paid Search,paid-q1,2025-07-09,,
L1375,C0196,Trade Show,trade-q1,2024-12-09,2024-12-19,
L1376,C0008,Paid Search,paid-q2,2025-11-26,,
L1377,C0179,Trade Show,trade-q2,2025-10-21,2025-11-02,
L1378,C0024,Referral,referral-q2,2025-06-30,2025-07-16,2025-08-02
L1379,C0121,Organic,organic-q4,2025-04-22,,
L1380,C0025,Cold Outbound,cold-q2,2025-04-11,2025-04-17,
L1381,C0073,Organic,organic-q4,2025-03-04,,
L1382,C0172,Organic,organic-q2,2026-04-15,,
L1383,C0061,Webinar,webinar-q3,2025-04-30,2025-05-02,
L1384,C0020,Cold Outbound,cold-q2,2025-09-19,,
L1385,C0078,Referral,referral-q1,2025-02-21,2025-02-28,2025-03-12
L1386,C0099,Paid Search,paid-q1,2025-02-01,,
L1387,C0103,Trade Show,trade-q1,2025-03-06,2025-03-16,
L1388,C0207,Webinar,webinar-q3,2025-02-05,,
L1389,C0217,Cold Outbound,cold-q1,2025-05-04,,
L1390,C0137,Trade Show,trade-q1,2025-04-15,2025-04-27,
L1391,C0067,Cold Outbound,cold-q4,2025-10-22,,
L1392,C0011,Paid Search,paid-q4,2026-01-08,,
L1393,C0154,Referral,referral-q3,2025-04-29,2025-05-10,
L1394,C0069,Referral,referral-q3,2025-11-10,2025-11-12,2025-11-24
L1395,C0038,Paid Search,paid-q4,2026-01-29,,
L1396,C0087,Cold Outbound,cold-q4,2025-07-07,,
L1397,C0192,Webinar,webinar-q1,2025-08-22,,
L1398,C0030,Paid Search,paid-q3,2025-10-28,,
L1399,C0139,Paid Search,paid-q1,2025-09-05,2025-09-22,2025-10-08
L1400,C0203,Paid Search,paid-q1,2025-06-21,2025-06-23,
L1401,C0157,Organic,organic-q4,2025-07-22,,
L1402,C0085,Cold Outbound,cold-q4,2025-04-09,,
L1403,C0088,Referral,referral-q3,2025-06-19,,
L1404,C0219,Webinar,webinar-q2,2024-12-18,2024-12-25,
L1405,C0009,Organic,organic-q4,2026-02-21,,
L1406,C0054,Organic,organic-q3,2025-04-29,2025-05-11,2025-05-28
L1407,C0189,Cold Outbound,cold-q4,2025-03-28,,
L1408,C0154,Organic,organic-q3,2025-07-31,,
L1409,C0171,Cold Outbound,cold-q4,2025-06-21,2025-07-05,
L1410,C0212,Paid Search,paid-q2,2025-02-06,,
L1411,C0074,Webinar,webinar-q3,2026-05-09,,
L1412,C0175,Cold Outbound,cold-q4,2026-02-01,,
L1413,C0108,Paid Search,paid-q2,2025-03-18,,
L1414,C0036,Cold Outbound,cold-q1,2024-12-13,,
L1415,C0006,Cold Outbound,cold-q2,2025-06-14,2025-07-01,
L1416,C0006,Trade Show,trade-q2,2025-04-09,,
L1417,C0095,Webinar,webinar-q2,2025-09-09,2025-09-17,2025-09-29
L1418,C0018,Cold Outbound,cold-q1,2026-05-05,,
L1419,C0134,Paid Search,paid-q4,2025-01-16,2025-01-31,
L1420,C0138,Trade Show,trade-q1,2026-01-09,2026-01-12,2026-01-27
L1421,C0011,Cold Outbound,cold-q4,2025-05-05,,
L1422,C0167,Paid Search,paid-q4,2025-02-16,,
L1423,C0217,Webinar,webinar-q1,2025-08-17,,
L1424,C0169,Paid Search,paid-q2,2025-05-30,,
L1425,C0054,Trade Show,trade-q1,2025-08-15,2025-08-19,
L1426,C0193,Cold Outbound,cold-q3,2025-09-04,,
L1427,C0085,Cold Outbound,cold-q3,2025-02-05,,
L1428,C0195,Paid Search,paid-q2,2025-12-20,,
L1429,C0095,Referral,referral-q3,2025-05-06,2025-05-13,2025-05-25
L1430,C0191,Cold Outbound,cold-q4,2025-03-23,,
L1431,C0089,Webinar,webinar-q3,2025-12-04,2025-12-18,
L1432,C0044,Paid Search,paid-q2,2025-01-04,,
L1433,C0172,Paid Search,paid-q3,2026-03-07,2026-03-15,2026-03-26
L1434,C0031,Cold Outbound,cold-q3,2025-10-23,,
L1435,C0164,Paid Search,paid-q2,2026-04-30,,
L1436,C0009,Paid Search,paid-q1,2025-03-30,,
L1437,C0070,Paid Search,paid-q1,2026-02-20,2026-03-10,2026-03-21
L1438,C0167,Webinar,webinar-q2,2025-09-04,,
L1439,C0011,Paid Search,paid-q3,2025-08-13,2025-08-21,
L1440,C0034,Trade Show,trade-q1,2025-07-06,2025-07-15,
L1441,C0119,Paid Search,paid-q1,2026-02-01,2026-02-05,2026-02-11
L1442,C0026,Paid Search,paid-q4,2025-10-04,2025-10-06,
L1443,C0029,Trade Show,trade-q2,2025-02-13,,
L1444,C0194,Cold Outbound,cold-q1,2025-01-30,2025-02-14,
L1445,C0046,Paid Search,paid-q4,2025-06-10,,
L1446,C0077,Trade Show,trade-q2,2025-08-15,2025-09-03,
L1447,C0029,Cold Outbound,cold-q4,2025-11-07,2025-11-25,
L1448,C0017,Webinar,webinar-q3,2025-02-24,2025-03-12,2025-04-05
L1449,C0041,Webinar,webinar-q3,2025-12-03,,
L1450,C0168,Trade Show,trade-q3,2025-03-12,2025-03-22,
L1451,C0078,Trade Show,trade-q2,2025-04-28,2025-05-11,
L1452,C0079,Organic,organic-q4,2025-03-03,,
L1453,C0104,Referral,referral-q4,2026-03-17,2026-03-23,
L1454,C0005,Cold Outbound,cold-q2,2025-10-17,,
L1455,C0214,Organic,organic-q1,2025-04-25,2025-05-09,2025-05-29
L1456,C0159,Trade Show,trade-q4,2024-12-13,,
L1457,C0063,Webinar,webinar-q3,2025-11-29,,
L1458,C0152,Trade Show,trade-q1,2025-01-16,,
L1459,C0181,Paid Search,paid-q2,2024-12-30,2025-01-19,
L1460,C0164,Webinar,webinar-q3,2025-05-27,2025-06-12,
L1461,C0035,Webinar,webinar-q3,2026-02-26,,
L1462,C0212,Cold Outbound,cold-q2,2025-12-08,,
L1463,C0144,Paid Search,paid-q4,2026-02-11,2026-03-03,
L1464,C0143,Cold Outbound,cold-q1,2025-07-18,2025-07-22,
L1465,C0190,Cold Outbound,cold-q3,2025-06-25,,
L1466,C0055,Paid Search,paid-q3,2025-11-05,,
L1467,C0086,Paid Search,paid-q3,2025-10-21,2025-10-23,2025-11-15
L1468,C0125,Paid Search,paid-q1,2026-03-24,,
L1469,C0005,Paid Search,paid-q1,2025-02-19,,
L1470,C0084,Trade Show,trade-q3,2024-12-25,,
L1471,C0189,Cold Outbound,cold-q1,2026-02-24,,
L1472,C0137,Cold Outbound,cold-q1,2025-12-01,,
L1473,C0167,Paid Search,paid-q1,2025-10-29,,
L1474,C0071,Paid Search,paid-q4,2025-01-21,,
L1475,C0039,Trade Show,trade-q1,2025-06-08,2025-06-28,2025-07-17
L1476,C0111,Cold Outbound,cold-q4,2026-04-21,,
L1477,C0213,Referral,referral-q1,2025-04-08,2025-04-20,2025-05-01
L1478,C0197,Paid Search,paid-q4,2025-06-12,,
L1479,C0211,Organic,organic-q2,2025-05-14,2025-05-20,2025-05-28
L1480,C0191,Referral,referral-q4,2025-10-11,2025-10-27,2025-11-05
L1481,C0131,Paid Search,paid-q4,2026-01-18,2026-02-01,
L1482,C0220,Paid Search,paid-q3,2026-01-30,2026-02-10,
L1483,C0218,Paid Search,paid-q2,2025-07-09,,
L1484,C0165,Webinar,webinar-q4,2025-04-08,2025-04-18,
L1485,C0012,Trade Show,trade-q2,2025-12-19,2025-12-21,2025-12-28
L1486,C0104,Organic,organic-q3,2025-04-25,,
L1487,C0007,Referral,referral-q1,2025-06-07,,
L1488,C0037,Referral,referral-q1,2025-03-21,2025-04-08,2025-04-14
L1489,C0094,Cold Outbound,cold-q4,2026-02-03,,
L1490,C0147,Trade Show,trade-q2,2025-10-24,2025-10-30,
L1491,C0169,Webinar,webinar-q1,2026-02-17,,
L1492,C0158,Organic,organic-q2,2026-01-25,2026-02-01,
L1493,C0182,Organic,organic-q3,2025-01-24,,
L1494,C0109,Webinar,webinar-q2,2025-04-24,2025-04-27,
L1495,C0162,Trade Show,trade-q2,2026-03-24,,
L1496,C0163,Referral,referral-q2,2026-04-08,2026-04-20,2026-05-08
L1497,C0201,Organic,organic-q4,2025-05-03,,
L1498,C0033,Trade Show,trade-q2,2026-02-05,,
L1499,C0031,Trade Show,trade-q2,2025-07-14,,
L1500,C0112,Organic,organic-q2,2026-02-17,2026-03-07,2026-03-31
L1501,C0159,Cold Outbound,cold-q2,2025-09-23,,
L1502,C0109,Trade Show,trade-q3,2025-10-17,2025-10-31,2025-11-19
L1503,C0120,Trade Show,trade-q2,2025-06-17,,
L1504,C0020,Organic,organic-q3,2025-08-28,2025-09-01,2025-09-17
L1505,C0190,Webinar,webinar-q2,2025-12-08,2025-12-18,
L1506,C0031,Referral,referral-q1,2025-06-28,2025-07-15,2025-08-01
L1507,C0182,Paid Search,paid-q3,2024-12-30,2025-01-04,2025-01-26
L1508,C0062,Trade Show,trade-q4,2024-12-22,2024-12-27,
L1509,C0186,Organic,organic-q3,2025-08-03,,
L1510,C0171,Organic,organic-q3,2025-08-28,2025-09-02,
L1511,C0150,Paid Search,paid-q2,2024-12-22,,
L1512,C0027,Cold Outbound,cold-q4,2024-12-29,,
L1513,C0171,Trade Show,trade-q1,2025-04-16,,
L1514,C0204,Paid Search,paid-q1,2026-02-01,2026-02-10,
L1515,C0155,Cold Outbound,cold-q4,2025-03-07,,
L1516,C0166,Referral,referral-q4,2025-02-16,2025-03-06,2025-03-21
L1517,C0200,Cold Outbound,cold-q1,2025-02-24,2025-03-03,2025-03-16
L1518,C0217,Trade Show,trade-q1,2024-12-17,2025-01-05,
L1519,C0059,Trade Show,trade-q3,2025-06-22,2025-06-26,
L1520,C0128,Organic,organic-q4,2025-11-03,2025-11-20,2025-12-07
L1521,C0044,Cold Outbound,cold-q1,2025-06-16,2025-07-06,
L1522,C0165,Paid Search,paid-q2,2025-07-13,2025-07-17,2025-07-22
L1523,C0170,Trade Show,trade-q3,2025-03-24,2025-04-05,
L1524,C0099,Paid Search,paid-q3,2026-01-26,,
L1525,C0083,Trade Show,trade-q4,2025-09-24,,
L1526,C0040,Organic,organic-q1,2025-08-05,2025-08-14,2025-08-24
L1527,C0061,Paid Search,paid-q3,2025-06-19,2025-06-25,
L1528,C0180,Trade Show,trade-q2,2025-09-02,2025-09-20,
L1529,C0027,Paid Search,paid-q3,2025-09-21,,
L1530,C0142,Cold Outbound,cold-q4,2025-09-25,2025-09-28,
L1531,C0152,Paid Search,paid-q1,2025-02-20,,
L1532,C0144,Webinar,webinar-q1,2025-02-07,,
L1533,C0181,Paid Search,paid-q1,2025-12-12,,
L1534,C0185,Referral,referral-q3,2025-08-03,,
L1535,C0183,Cold Outbound,cold-q4,2024-12-26,,
L1536,C0102,Trade Show,trade-q4,2025-10-04,2025-10-15,2025-11-05
L1537,C0105,Paid Search,paid-q3,2025-12-16,,
L1538,C0014,Trade Show,trade-q1,2025-05-11,,
L1539,C0017,Webinar,webinar-q2,2025-03-15,,
L1540,C0154,Organic,organic-q2,2025-11-10,2025-11-27,
L1541,C0025,Organic,organic-q4,2025-03-25,,
L1542,C0122,Paid Search,paid-q3,2025-12-22,2026-01-02,
L1543,C0065,Cold Outbound,cold-q1,2024-12-17,2024-12-31,2025-01-14
L1544,C0087,Cold Outbound,cold-q1,2025-02-04,,
L1545,C0156,Referral,referral-q1,2026-03-11,2026-03-16,2026-04-04
L1546,C0198,Cold Outbound,cold-q2,2025-11-12,,
L1547,C0160,Paid Search,paid-q1,2026-04-03,,
L1548,C0075,Organic,organic-q3,2026-01-22,,
L1549,C0043,Paid Search,paid-q4,2026-01-30,2026-02-05,
L1550,C0117,Trade Show,trade-q4,2025-04-09,,
L1551,C0017,Cold Outbound,cold-q2,2025-05-31,,
L1552,C0210,Organic,organic-q2,2024-12-26,,
L1553,C0016,Referral,referral-q1,2025-01-06,,
L1554,C0168,Webinar,webinar-q4,2025-06-18,,
L1555,C0073,Cold Outbound,cold-q2,2025-06-18,,
L1556,C0161,Organic,organic-q4,2025-03-02,2025-03-06,
L1557,C0083,Paid Search,paid-q4,2025-01-02,2025-01-13,
L1558,C0136,Cold Outbound,cold-q2,2026-03-31,,
L1559,C0151,Organic,organic-q3,2025-11-16,,
L1560,C0013,Paid Search,paid-q4,2025-07-06,2025-07-25,2025-08-18
L1561,C0135,Cold Outbound,cold-q3,2025-11-11,,
L1562,C0055,Referral,referral-q4,2026-01-31,,
L1563,C0183,Trade Show,trade-q1,2025-06-19,,
L1564,C0147,Paid Search,paid-q1,2026-04-27,,
L1565,C0177,Organic,organic-q3,2026-01-13,2026-01-22,
L1566,C0085,Trade Show,trade-q4,2025-11-12,,
L1567,C0215,Paid Search,paid-q1,2025-03-27,2025-04-05,
L1568,C0109,Organic,organic-q2,2025-06-29,,
L1569,C0070,Cold Outbound,cold-q1,2025-03-19,,
L1570,C0072,Paid Search,paid-q4,2025-10-30,2025-11-01,
L1571,C0179,Paid Search,paid-q2,2025-02-07,,
L1572,C0164,Organic,organic-q1,2026-01-15,2026-02-01,2026-02-21
L1573,C0128,Paid Search,paid-q2,2025-10-19,,
L1574,C0123,Referral,referral-q1,2026-01-21,2026-02-04,2026-03-01
L1575,C0158,Organic,organic-q4,2025-04-28,,
L1576,C0197,Paid Search,paid-q2,2026-03-31,,
L1577,C0012,Cold Outbound,cold-q2,2026-04-28,,
L1578,C0045,Trade Show,trade-q4,2025-05-19,2025-05-22,
L1579,C0075,Webinar,webinar-q1,2024-12-11,2024-12-19,2025-01-05
L1580,C0027,Referral,referral-q1,2025-09-15,2025-10-05,2025-10-20
L1581,C0040,Trade Show,trade-q3,2025-02-01,2025-02-12,
L1582,C0100,Webinar,webinar-q2,2025-08-22,2025-08-24,2025-09-05
L1583,C0087,Paid Search,paid-q4,2025-06-13,2025-07-01,2025-07-10
L1584,C0187,Paid Search,paid-q4,2025-05-05,,
L1585,C0105,Cold Outbound,cold-q3,2025-04-24,2025-04-30,
L1586,C0116,Paid Search,paid-q4,2025-07-09,2025-07-17,
L1587,C0169,Trade Show,trade-q4,2025-04-14,2025-04-30,2025-05-09
L1588,C0070,Cold Outbound,cold-q4,2025-12-04,,
L1589,C0039,Trade Show,trade-q3,2025-03-17,2025-03-23,
L1590,C0157,Paid Search,paid-q1,2026-04-06,,
L1591,C0003,Webinar,webinar-q3,2026-03-19,,
L1592,C0092,Organic,organic-q2,2025-10-17,,
L1593,C0017,Organic,organic-q3,2025-05-06,,
L1594,C0122,Trade Show,trade-q2,2025-05-31,2025-06-05,
L1595,C0039,Webinar,webinar-q4,2025-11-26,2025-12-11,2025-12-31
L1596,C0072,Cold Outbound,cold-q1,2025-08-30,,
L1597,C0114,Webinar,webinar-q1,2026-02-02,2026-02-16,2026-03-06
L1598,C0083,Trade Show,trade-q1,2025-07-17,2025-08-03,2025-08-24
L1599,C0218,Webinar,webinar-q2,2025-08-27,2025-09-14,
L1600,C0082,Referral,referral-q1,2025-11-23,2025-12-04,2025-12-20
